日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA10,MA30,MA60
2021-01-04,5.6,5.49,5.68,5.43,293824,185070501.0,4.43,-2.66,-0.15,1.57,,,,
2021-01-05,5.44,5.74,5.76,5.39,394318,252502701.0,6.74,4.55,0.25,2.11,,,,
2021-01-06,5.63,5.68,5.76,5.53,221672,142647674.0,4.01,-1.05,-0.06,1.19,,,,
2021-01-07,5.63,5.61,5.76,5.57,205438,132449904.0,3.35,-1.23,-0.07,1.1,,,,
2021-01-08,5.61,5.5,5.61,5.46,154315,97173648.0,2.67,-1.96,-0.11,0.83,5.604,,,
2021-01-11,5.51,5.36,5.51,5.36,132116,81982012.0,2.73,-2.55,-0.14,0.71,5.578,,,
2021-01-12,5.36,5.41,5.42,5.34,89044,55023029.0,1.49,0.93,0.05,0.48,5.5120000000000005,,,
2021-01-13,5.39,5.5,5.53,5.37,147089,91790300.0,2.96,1.66,0.09,0.79,5.476000000000001,,,
2021-01-14,5.53,5.65,5.71,5.5,179230,114722130.0,3.82,2.73,0.15,0.96,5.484,,,
2021-01-15,5.7,5.62,5.72,5.58,114545,73407892.0,2.48,-0.53,-0.03,0.61,5.508000000000001,5.556,,
2021-01-18,5.59,5.64,5.66,5.53,131050,83728382.0,2.31,0.36,0.02,0.7,5.564,5.571,,
2021-01-19,5.63,5.61,5.65,5.56,89178,56944858.0,1.6,-0.53,-0.03,0.48,5.604000000000001,5.558,,
2021-01-20,5.6,5.64,5.65,5.56,86419,55358652.0,1.6,0.53,0.03,0.46,5.632000000000001,5.554,,
2021-01-21,5.64,5.73,5.8,5.64,153011,100062067.0,2.84,1.6,0.09,0.82,5.648000000000001,5.566,,
2021-01-22,5.72,5.73,5.79,5.64,136393,88963860.0,2.62,0.0,0.0,0.73,5.67,5.589,,
2021-01-25,5.75,5.55,5.77,5.51,120750,77113154.0,4.54,-3.14,-0.18,0.65,5.651999999999999,5.608,,
2021-01-26,5.53,5.42,5.6,5.41,87426,54821272.0,3.42,-2.34,-0.13,0.47,5.614,5.609,,
2021-01-27,5.43,5.55,5.55,5.41,69373,43601220.0,2.58,2.4,0.13,0.37,5.595999999999999,5.614,,
2021-01-28,5.54,5.51,5.57,5.44,82412,51904804.0,2.34,-0.72,-0.04,0.44,5.5520000000000005,5.6,,
2021-01-29,5.54,5.77,5.82,5.47,229361,148717465.0,6.35,4.72,0.26,1.23,5.5600000000000005,5.615,,
2021-02-01,5.77,5.71,5.81,5.67,120907,78646551.0,2.43,-1.04,-0.06,0.65,5.5920000000000005,5.622,,
2021-02-02,5.67,5.69,5.77,5.63,102981,66745347.0,2.45,-0.35,-0.02,0.55,5.645999999999999,5.63,,
2021-02-03,5.71,5.56,5.72,5.51,115995,73910577.0,3.69,-2.28,-0.13,0.62,5.648000000000001,5.622,,
2021-02-04,5.56,5.57,5.6,5.47,97069,61239452.0,2.34,0.18,0.01,0.52,5.66,5.606,,
2021-02-05,5.52,5.5,5.61,5.49,68924,43673689.0,2.15,-1.26,-0.07,0.37,5.606,5.583,,
2021-02-08,5.53,5.47,5.55,5.46,64239,40405999.0,1.64,-0.55,-0.03,0.34,5.558,5.575,,
2021-02-09,5.5,5.51,5.54,5.47,65462,41195086.0,1.28,0.73,0.04,0.35,5.522,5.584,,
2021-02-10,5.48,5.49,5.53,5.47,66019,41560412.0,1.09,-0.36,-0.02,0.35,5.508,5.578,,
2021-02-18,5.55,5.72,5.76,5.54,161038,104077032.0,4.01,4.19,0.23,0.86,5.537999999999999,5.598999999999999,,
2021-02-19,5.72,6.11,6.19,5.7,295959,199462320.0,8.57,6.82,0.39,1.58,5.659999999999999,5.633,5.601333333333333,
2021-02-22,6.11,6.08,6.3,6.03,264678,183725796.0,4.42,-0.49,-0.03,1.42,5.782,5.67,5.6209999999999996,
2021-02-23,6.03,5.97,6.07,5.9,155100,104939902.0,2.8,-1.81,-0.11,0.83,5.874,5.698,5.628666666666667,
2021-02-24,5.98,5.89,6.08,5.83,167750,112931004.0,4.19,-1.34,-0.08,0.9,5.954,5.731,5.635666666666666,
2021-02-25,5.96,6.06,6.14,5.89,197838,135040404.0,4.24,2.89,0.17,1.06,6.022,5.779999999999999,5.650666666666666,
2021-02-26,5.96,5.8,6.01,5.77,155743,103769881.0,3.96,-4.29,-0.26,0.83,5.96,5.81,5.660666666666667,
